CGPA,Programming Skill (1-10),Math Skill (1-10),Problem Solving (1-10),Communication Skill (1-10),Cybersecurity Knowledge (1-10),Database Knowledge (1-10),AI/ML Knowledge (1-10),Networking Skill (1-10),Creativity (1-10),Leadership (1-10),Mobile Dev Skill (1-10),Cloud Computing Skill (1-10),Blockchain Knowledge (1-10),Robotics Skill (1-10),System Design (1-10),Design Skill (1-10),Preferred Interest,Suggested Career
7.03,3,10,9,5,6,7,7,7,2,8,8,2,3,4,4,8,Systems,Data Scientist
6.9,6,7,1,9,7,7,7,7,8,1,6,1,4,10,9,4,Coding,Software Engineer
8.05,4,1,3,1,10,1,2,5,8,5,4,1,9,1,10,3,Systems,You don’t have enough skills yet. Keep learning!
8.53,6,2,9,4,9,4,2,3,6,1,5,7,7,6,10,3,Systems,Software Engineer
6.08,5,3,7,8,8,10,6,3,4,6,5,10,1,3,9,10,Analytics,Database Administrator
6.59,3,6,5,1,9,7,7,5,6,7,7,8,3,1,4,2,Networking,You don’t have enough skills yet. Keep learning!
7.91,6,7,2,8,2,8,7,6,9,3,5,9,5,10,3,5,Coding,Software Engineer
6.6,1,10,10,6,2,5,8,5,7,6,2,2,2,6,4,9,Coding,Data Scientist
6.07,7,3,4,7,4,2,1,5,1,6,9,1,5,1,8,10,Analytics,Software Engineer
6.33,5,7,3,6,8,2,5,9,8,1,9,7,9,9,10,4,Analytics,Network Engineer
9.79,8,4,9,8,10,9,7,2,6,3,2,8,5,9,6,2,Management,Robotics Engineer
6.78,6,9,4,3,7,6,3,8,5,3,4,5,9,10,5,9,Coding,Software Engineer
7.47,4,6,1,7,8,3,2,7,6,2,8,10,7,10,4,2,Networking,You don’t have enough skills yet. Keep learning!
7.41,2,9,1,2,3,3,2,7,6,5,3,9,4,7,4,8,Networking,You don’t have enough skills yet. Keep learning!
8.37,5,8,5,9,9,9,9,8,4,9,7,4,10,5,5,1,Networking,Project Manager
7.97,3,3,9,1,1,9,4,7,4,10,7,4,5,2,10,6,Management,Database Administrator
7.07,1,1,3,4,1,7,4,5,8,1,4,8,3,7,8,2,Research,You don’t have enough skills yet. Keep learning!
6.68,2,5,10,4,6,10,2,10,9,2,2,3,3,2,5,5,Research,Database Administrator
9.24,3,2,3,6,4,1,3,9,6,2,7,8,8,3,3,8,Design,Cloud Engineer
8.57,1,9,2,5,9,7,6,7,5,8,3,6,5,2,4,10,Design,Cybersecurity Specialist
8.01,2,8,7,4,3,8,8,9,10,3,2,4,1,1,7,6,Networking,Network Engineer
7.0,2,7,9,8,8,2,4,3,7,4,9,6,1,10,7,6,Research,You don’t have enough skills yet. Keep learning!
6.99,9,2,8,5,10,1,1,9,4,8,3,6,8,5,8,1,Networking,Network Engineer
9.48,2,9,9,1,2,8,1,3,4,5,2,1,5,9,9,9,Systems,Data Analyst
9.1,1,10,9,9,5,8,3,1,9,4,9,5,10,10,5,10,Research,UI/UX Designer
7.43,9,5,6,9,9,10,6,10,4,7,2,3,6,5,1,1,Design,Cybersecurity Specialist
7.02,3,3,10,5,8,5,4,1,10,7,10,6,2,8,1,7,Coding,You don’t have enough skills yet. Keep learning!
8.36,10,7,10,1,2,5,6,5,7,4,6,4,9,1,2,10,Design,Blockchain Developer
7.79,5,1,2,2,10,6,7,3,4,10,10,7,8,9,4,10,Networking,You don’t have enough skills yet. Keep learning!
8.39,4,7,9,7,4,5,4,7,10,5,4,5,6,3,8,8,Analytics,UI/UX Designer
8.58,10,10,9,1,9,7,10,8,2,10,9,2,4,10,10,3,Systems,Embedded Systems Engineer
6.49,9,2,8,2,3,7,5,5,4,10,5,10,9,2,6,3,Networking,Blockchain Developer
7.75,6,6,10,6,10,7,8,2,3,2,7,7,7,9,10,10,Systems,Software Engineer
7.86,2,1,8,6,7,4,4,4,1,9,3,9,2,10,9,1,Management,You don’t have enough skills yet. Keep learning!
6.61,3,9,7,8,5,7,4,8,7,7,6,8,2,5,10,7,Systems,Cloud Engineer
9.54,5,2,1,9,10,10,6,7,4,6,2,3,3,1,10,7,Networking,Cybersecurity Specialist
9.35,9,8,6,4,8,9,4,9,9,6,4,9,4,6,6,3,Networking,Game Developer
7.67,3,7,9,7,4,4,9,5,8,8,6,5,1,8,4,1,Management,You don’t have enough skills yet. Keep learning!
6.18,10,8,5,9,9,6,3,5,9,2,9,8,2,6,2,8,Research,UI/UX Designer
7.8,7,5,5,10,5,3,7,5,6,9,9,4,9,4,10,9,Coding,Project Manager
6.63,4,9,3,2,1,8,4,5,5,8,8,1,3,1,4,7,Research,You don’t have enough skills yet. Keep learning!
8.12,1,9,8,10,5,9,2,9,3,6,1,6,7,5,3,2,Management,Database Administrator
6.47,1,4,4,5,5,7,6,6,7,7,10,4,1,9,10,1,Coding,You don’t have enough skills yet. Keep learning!
7.51,8,6,8,8,8,4,2,8,2,5,1,1,9,8,10,3,Systems,Embedded Systems Engineer
6.89,2,5,9,9,3,3,6,10,4,2,6,8,6,8,6,10,Analytics,Cloud Engineer
6.77,4,2,4,5,1,8,5,4,6,2,1,7,3,3,1,8,Systems,You don’t have enough skills yet. Keep learning!
7.59,10,8,10,9,6,1,7,1,5,4,4,2,7,5,6,3,Coding,Data Scientist
8.16,5,2,9,3,8,7,6,2,3,7,7,8,7,9,7,9,Research,You don’t have enough skills yet. Keep learning!
8.52,1,6,10,9,8,9,10,8,5,2,7,5,8,2,10,7,Systems,Database Administrator
6.55,4,5,4,2,4,6,7,2,2,8,10,2,10,3,7,4,Coding,You don’t have enough skills yet. Keep learning!
6.12,1,6,7,10,6,6,10,7,2,3,9,7,9,5,9,7,Design,You don’t have enough skills yet. Keep learning!
7.64,3,6,9,3,7,2,3,9,6,5,6,9,2,2,2,3,Systems,Cloud Engineer
8.29,10,7,1,2,4,4,2,6,9,10,6,9,5,5,2,9,Management,UI/UX Designer
9.16,2,5,9,6,6,3,6,1,3,3,7,8,1,5,2,8,Design,You don’t have enough skills yet. Keep learning!
7.8,2,3,2,3,6,7,7,2,4,10,6,4,10,7,9,7,Management,You don’t have enough skills yet. Keep learning!
8.24,9,5,8,7,8,2,3,5,7,7,3,9,2,5,1,7,Research,Software Engineer
8.13,6,2,6,4,7,6,7,7,9,10,9,8,7,8,4,3,Analytics,Software Engineer
8.95,9,7,6,8,6,8,9,9,10,4,5,9,4,9,2,6,Coding,Robotics Engineer
6.65,10,7,9,4,9,9,5,2,9,1,7,3,8,9,7,5,Management,Robotics Engineer
8.31,6,2,1,10,5,8,3,6,6,2,3,7,6,1,6,1,Analytics,Software Engineer
9.3,6,7,3,5,1,10,6,6,8,4,4,8,4,2,8,8,Networking,Software Engineer
6.93,4,9,4,8,9,3,1,9,10,8,9,1,4,9,5,1,Design,Cybersecurity Specialist
9.28,8,3,2,1,3,10,7,4,2,8,8,7,1,9,3,8,Systems,Embedded Systems Engineer
9.09,4,3,4,5,7,7,8,6,9,3,4,1,10,2,9,4,Design,You don’t have enough skills yet. Keep learning!
7.14,7,8,10,4,8,6,7,6,8,1,6,6,3,6,5,6,Analytics,Data Scientist
6.72,2,1,3,9,1,2,6,2,8,10,6,5,8,2,2,10,Design,Project Manager
8.66,2,10,7,10,5,10,8,3,8,10,3,4,2,8,8,9,Research,IoT Engineer
8.35,4,9,1,7,1,5,3,2,2,3,8,4,7,2,5,3,Networking,You don’t have enough skills yet. Keep learning!
8.27,5,6,3,4,6,10,4,8,5,1,2,9,2,3,2,5,Coding,Cloud Engineer
9.87,8,4,7,7,3,9,9,1,1,3,2,2,2,2,3,7,Systems,Embedded Systems Engineer
6.44,8,6,6,9,10,5,5,9,1,4,7,4,10,9,1,9,Coding,Robotics Engineer
7.97,5,6,8,9,2,8,5,6,2,7,10,7,8,8,2,1,Networking,You don’t have enough skills yet. Keep learning!
6.27,1,8,1,4,2,6,1,1,9,2,6,8,3,5,4,9,Networking,UI/UX Designer
9.82,5,2,2,1,3,4,9,9,4,2,6,6,2,7,1,6,Management,You don’t have enough skills yet. Keep learning!
9.24,8,4,1,5,9,7,8,6,5,9,9,6,2,2,2,3,Management,Mobile App Developer
7.52,7,2,5,8,2,2,3,6,5,5,5,5,9,5,4,2,Coding,Blockchain Developer
9.92,2,8,2,6,7,7,6,9,4,3,7,5,2,8,3,10,Systems,You don’t have enough skills yet. Keep learning!
7.39,7,5,5,5,10,6,7,10,10,6,8,4,1,1,1,6,Networking,Cybersecurity Specialist
8.65,4,5,1,5,9,1,8,7,3,1,9,1,4,1,5,6,Research,IoT Engineer
7.32,2,4,5,3,9,5,6,5,4,7,3,9,6,3,4,3,Networking,You don’t have enough skills yet. Keep learning!
7.78,1,6,7,7,8,5,4,7,4,6,4,1,4,7,5,7,Networking,You don’t have enough skills yet. Keep learning!
8.97,1,9,10,8,8,6,4,4,2,3,5,5,1,8,10,5,Analytics,Data Analyst
7.4,3,4,7,1,8,6,5,3,1,6,6,5,8,8,5,9,Research,You don’t have enough skills yet. Keep learning!
7.9,2,6,9,1,4,10,2,1,7,2,6,6,6,1,9,5,Management,Database Administrator
8.32,8,7,2,1,7,1,4,4,2,10,5,6,10,10,8,4,Design,Robotics Engineer
8.39,10,4,8,2,7,1,8,10,10,6,2,4,3,3,2,2,Coding,Game Developer
8.92,7,6,5,5,10,2,8,4,1,7,1,4,10,7,2,8,Systems,Embedded Systems Engineer
9.03,7,9,10,7,8,2,10,3,9,2,8,4,1,8,6,8,Research,IoT Engineer
9.83,8,6,2,4,1,5,2,10,1,6,9,10,9,7,4,4,Research,Blockchain Developer
7.19,2,6,10,6,9,10,3,8,4,10,8,8,6,10,9,10,Management,Database Administrator
6.88,10,4,4,5,5,1,6,3,5,6,5,9,9,2,2,2,Coding,Blockchain Developer
8.53,4,2,1,1,1,5,3,5,3,2,3,4,4,3,1,9,Design,You don’t have enough skills yet. Keep learning!
7.64,7,7,1,1,2,6,7,5,7,1,2,10,5,1,3,7,Coding,Software Engineer
7.75,1,4,8,8,8,7,7,5,3,1,1,10,8,2,1,10,Networking,You don’t have enough skills yet. Keep learning!
8.2,8,2,3,1,2,6,1,2,2,3,6,8,2,4,10,5,Systems,Embedded Systems Engineer
7.62,5,2,5,6,5,1,6,5,9,3,7,3,6,10,7,5,Networking,You don’t have enough skills yet. Keep learning!
6.41,8,7,9,6,3,8,1,5,9,5,10,7,4,6,10,5,Management,Mobile App Developer
7.19,6,2,5,9,9,9,2,2,5,7,4,10,1,5,4,6,Networking,Software Engineer
6.46,2,5,1,5,3,10,10,1,9,6,6,7,6,7,3,5,Networking,You don’t have enough skills yet. Keep learning!
7.55,10,3,1,7,1,3,10,10,7,3,2,1,5,9,2,7,Management,Robotics Engineer
6.64,5,3,4,6,1,4,10,7,8,8,3,4,9,5,8,8,Management,You don’t have enough skills yet. Keep learning!
7.54,10,7,9,2,9,9,9,7,8,10,4,8,1,10,7,8,Research,IoT Engineer
9.13,10,7,7,8,3,2,6,9,3,8,3,1,1,9,1,4,Design,Robotics Engineer
9.12,8,3,5,8,3,4,5,10,4,6,9,1,1,8,5,6,Design,Robotics Engineer
7.04,5,1,6,9,4,8,8,3,1,1,3,6,1,9,10,6,Coding,You don’t have enough skills yet. Keep learning!
9.6,3,8,6,2,7,8,4,8,4,8,7,10,1,8,3,3,Coding,Cloud Engineer
8.55,7,1,9,4,8,1,2,8,6,3,3,8,2,7,7,9,Coding,Cloud Engineer
8.32,9,3,3,4,2,1,4,10,4,1,3,10,7,5,4,7,Coding,Cloud Engineer
9.55,3,10,8,9,9,8,6,8,5,3,5,7,2,7,9,3,Design,Cloud Engineer
7.77,6,8,1,1,4,3,9,4,5,5,1,10,6,7,7,2,Networking,Software Engineer
7.6,3,7,1,9,8,3,2,8,2,7,9,7,5,7,4,7,Management,Cloud Engineer
9.06,4,7,5,6,9,9,8,4,3,6,7,7,8,7,4,6,Research,IoT Engineer
7.92,4,5,2,1,10,2,9,2,9,1,8,5,9,8,9,7,Research,IoT Engineer
7.3,7,10,6,2,9,7,4,10,10,6,7,1,5,6,5,9,Management,UI/UX Designer
6.66,1,5,4,8,4,3,1,9,9,8,7,2,4,3,3,5,Systems,You don’t have enough skills yet. Keep learning!
6.69,10,10,10,1,8,1,9,3,3,9,9,6,7,10,8,5,Networking,Robotics Engineer
8.68,1,1,6,2,3,10,9,5,9,6,3,8,5,8,5,3,Coding,You don’t have enough skills yet. Keep learning!
8.88,1,1,7,1,5,10,9,2,2,10,9,1,7,4,9,10,Management,Database Administrator
6.5,7,10,1,7,10,3,2,5,5,2,7,6,1,7,6,2,Design,Software Engineer
7.13,6,6,2,1,1,4,1,10,4,7,7,4,1,9,10,4,Coding,Network Engineer
6.11,3,2,3,10,2,2,9,1,5,4,6,10,5,2,1,10,Systems,You don’t have enough skills yet. Keep learning!
7.12,8,4,8,9,3,7,5,1,6,9,2,2,5,2,10,2,Analytics,Project Manager
6.74,8,7,1,6,7,10,1,3,4,2,6,8,10,6,1,8,Coding,Blockchain Developer
9.08,9,7,9,1,8,3,3,2,7,6,1,8,9,7,5,6,Design,Blockchain Developer
9.08,1,3,8,6,8,1,7,8,2,10,10,8,3,1,1,4,Coding,Cloud Engineer
8.95,3,9,3,4,10,4,6,8,6,8,2,1,7,6,9,2,Research,Cybersecurity Specialist
9.12,6,9,9,4,7,10,10,3,4,10,10,2,4,2,2,10,Design,Database Administrator
7.29,7,8,10,6,9,6,2,2,3,6,7,9,3,10,2,6,Management,Robotics Engineer
6.81,8,5,2,5,9,1,6,3,8,10,3,5,4,5,10,8,Coding,Software Engineer
9.41,3,1,8,7,1,9,5,10,8,5,4,4,3,7,2,10,Networking,Database Administrator
9.57,4,7,7,2,7,8,2,3,7,4,6,4,5,10,7,9,Systems,You don’t have enough skills yet. Keep learning!
8.85,1,2,7,10,4,1,7,1,1,6,1,5,4,8,2,2,Analytics,You don’t have enough skills yet. Keep learning!
7.86,2,5,10,10,10,8,5,3,7,5,6,4,2,4,1,8,Management,You don’t have enough skills yet. Keep learning!
6.27,7,6,6,1,6,3,5,4,7,8,5,9,5,1,4,7,Systems,Embedded Systems Engineer
9.37,5,10,2,1,2,5,2,10,1,8,6,3,2,2,10,10,Systems,Network Engineer
9.12,10,7,9,7,3,8,9,10,2,5,1,4,4,3,2,5,Analytics,AI/ML Engineer
7.44,3,10,9,8,3,5,9,4,1,9,1,10,1,1,8,1,Networking,Data Scientist
7.71,7,1,4,2,9,10,5,10,7,8,4,2,8,7,6,7,Systems,Embedded Systems Engineer
8.97,1,10,3,8,9,10,7,3,6,6,8,6,10,1,6,4,Analytics,You don’t have enough skills yet. Keep learning!
9.81,8,4,7,9,7,4,9,10,3,6,8,5,5,3,6,3,Coding,AI/ML Engineer
6.59,4,2,5,3,8,8,3,1,3,2,5,8,1,9,1,1,Design,You don’t have enough skills yet. Keep learning!
8.02,1,5,10,1,1,2,10,7,9,7,4,8,8,4,10,8,Design,UI/UX Designer
9.58,6,10,2,1,8,6,2,5,5,3,6,8,5,7,1,2,Analytics,Software Engineer
8.01,10,10,7,4,2,5,2,8,6,4,6,8,7,1,1,2,Systems,Embedded Systems Engineer
7.38,7,3,1,3,8,6,10,9,3,7,8,10,10,3,2,8,Design,Blockchain Developer
9.01,6,7,4,9,8,6,4,9,7,3,6,5,1,10,6,3,Coding,Software Engineer
7.73,5,8,1,3,6,9,5,1,6,6,6,4,4,9,6,5,Networking,You don’t have enough skills yet. Keep learning!
9.47,2,6,6,1,6,3,1,4,5,10,7,9,4,10,4,8,Analytics,You don’t have enough skills yet. Keep learning!
6.1,6,2,10,2,6,4,4,10,2,9,3,8,5,8,8,10,Networking,Network Engineer
9.35,9,10,10,10,6,1,8,4,6,4,7,2,1,9,10,8,Management,Robotics Engineer
8.4,4,4,5,4,9,3,1,2,8,2,8,4,7,5,10,4,Research,You don’t have enough skills yet. Keep learning!
7.74,8,1,5,5,9,6,5,5,5,8,6,9,3,4,6,2,Management,Software Engineer
9.39,3,8,6,4,4,8,7,4,10,2,5,2,7,1,5,6,Analytics,You don’t have enough skills yet. Keep learning!
7.48,3,5,4,3,2,9,10,8,4,2,1,9,8,1,7,8,Design,Cloud Engineer
8.53,10,2,6,8,4,2,6,1,2,9,9,5,1,8,9,9,Networking,Robotics Engineer
6.92,10,6,7,2,1,10,1,10,10,1,10,6,6,2,8,10,Management,UI/UX Designer
9.1,1,3,3,6,8,5,4,4,2,8,5,2,8,1,2,8,Coding,You don’t have enough skills yet. Keep learning!
7.73,8,10,3,6,5,10,8,6,10,1,4,3,3,5,3,5,Networking,Web Developer
6.98,3,2,5,1,3,6,8,4,3,8,9,6,3,6,10,3,Networking,You don’t have enough skills yet. Keep learning!
8.89,5,5,4,1,9,6,1,6,4,4,9,1,3,6,3,7,Research,You don’t have enough skills yet. Keep learning!
6.82,8,10,10,10,6,8,9,6,3,6,10,1,6,3,8,4,Analytics,AI/ML Engineer
6.43,2,2,10,7,4,3,10,9,2,1,1,5,7,4,8,7,Coding,Network Engineer
6.08,1,7,10,1,10,7,10,9,1,10,10,9,3,1,6,5,Research,IoT Engineer
6.67,5,8,8,5,10,6,10,5,9,4,7,8,3,5,5,2,Coding,Data Scientist
7.85,10,8,1,3,7,8,1,5,1,5,4,2,10,4,3,3,Coding,Blockchain Developer
9.95,2,3,8,9,3,4,8,1,4,9,4,6,2,1,10,10,Coding,Project Manager
7.39,7,5,9,9,5,10,3,3,10,2,5,8,5,8,9,9,Management,UI/UX Designer
7.65,6,5,5,7,3,10,9,10,2,7,2,8,7,9,9,6,Analytics,Network Engineer
6.06,2,5,5,1,7,5,8,6,9,8,10,6,4,4,6,7,Design,You don’t have enough skills yet. Keep learning!
9.17,9,4,10,7,1,2,9,4,9,8,2,3,3,5,4,9,Systems,Embedded Systems Engineer
8.44,10,1,8,9,3,9,3,6,10,7,6,5,4,6,9,3,Coding,Game Developer
7.21,6,3,7,8,9,5,3,4,4,4,5,7,3,3,7,10,Coding,Software Engineer
9.4,4,1,8,9,7,10,1,1,7,4,1,5,8,3,8,10,Coding,Database Administrator
6.81,3,6,1,7,2,2,4,2,6,9,5,8,1,2,5,1,Systems,You don’t have enough skills yet. Keep learning!
7.04,10,2,2,4,5,3,3,8,10,7,9,6,4,5,7,1,Analytics,Game Developer
6.76,10,1,9,2,7,4,9,8,10,10,7,2,7,1,2,6,Management,Game Developer
7.87,9,2,1,5,2,1,5,5,9,8,5,9,10,2,4,6,Analytics,Blockchain Developer
6.85,6,2,7,2,8,6,7,6,5,7,6,8,7,2,3,8,Coding,Software Engineer
6.47,4,10,9,6,8,1,7,5,4,8,10,10,8,6,9,3,Coding,Data Scientist
9.74,1,10,8,8,10,3,1,2,8,6,8,2,3,8,3,10,Research,Data Analyst
8.95,10,2,9,3,5,3,8,1,7,7,10,3,4,3,5,1,Design,Mobile App Developer
6.99,2,6,2,3,10,9,3,4,4,7,3,7,5,4,2,6,Networking,You don’t have enough skills yet. Keep learning!
7.16,3,9,6,4,3,9,2,5,4,5,2,7,2,4,8,8,Research,You don’t have enough skills yet. Keep learning!
8.22,7,8,4,4,4,3,4,8,2,2,9,7,9,8,5,9,Networking,Robotics Engineer
7.75,2,4,5,6,2,3,8,4,8,2,4,10,10,8,10,9,Management,You don’t have enough skills yet. Keep learning!
7.28,1,5,6,1,8,2,2,8,1,4,7,9,5,7,4,7,Research,Cloud Engineer
7.45,3,9,1,6,4,10,7,2,10,9,4,2,1,4,4,2,Management,You don’t have enough skills yet. Keep learning!
9.16,2,1,5,4,8,4,1,3,3,1,4,4,5,7,8,10,Research,You don’t have enough skills yet. Keep learning!
9.33,1,1,8,8,9,5,10,4,3,4,3,8,9,3,9,9,Research,IoT Engineer
9.11,6,7,6,9,10,5,5,1,1,2,9,4,9,4,6,8,Analytics,Software Engineer
6.01,2,10,6,9,3,6,2,6,8,9,4,5,10,7,6,1,Coding,Project Manager
7.26,5,1,3,10,7,1,2,4,1,6,5,4,3,1,8,4,Research,You don’t have enough skills yet. Keep learning!
6.72,9,2,9,9,7,5,10,5,8,3,1,10,4,3,5,10,Analytics,Game Developer
6.43,6,3,3,9,7,4,5,3,2,10,9,7,8,8,2,2,Coding,Project Manager
7.08,1,4,9,4,7,9,5,5,6,9,7,7,3,10,4,3,Management,Database Administrator
6.71,6,4,5,6,2,2,9,2,9,3,5,5,5,8,6,9,Systems,UI/UX Designer
9.75,10,3,3,7,10,6,9,7,2,10,7,1,10,5,9,6,Research,IoT Engineer
9.54,10,10,10,6,8,5,8,1,3,4,6,1,5,1,7,2,Design,Data Scientist
8.11,8,6,7,10,6,2,2,3,3,8,9,3,6,6,5,6,Systems,Embedded Systems Engineer
8.6,6,2,6,6,2,4,4,5,8,10,3,7,2,2,10,4,Research,Software Engineer
8.47,10,7,10,6,4,7,9,7,2,10,1,8,9,2,4,10,Research,IoT Engineer
9.24,2,4,9,3,3,3,10,5,7,2,6,1,4,6,3,7,Analytics,You don’t have enough skills yet. Keep learning!
6.07,7,5,4,4,5,4,2,1,2,1,6,9,2,2,5,3,Coding,Software Engineer
9.92,4,8,5,1,9,4,5,2,6,10,1,4,2,9,4,4,Coding,You don’t have enough skills yet. Keep learning!
9.68,10,7,9,5,3,4,5,9,5,4,8,8,7,1,8,9,Systems,Embedded Systems Engineer
7.68,9,8,3,5,3,10,6,7,6,10,6,5,9,5,6,6,Research,Blockchain Developer
8.19,9,10,2,8,1,6,4,2,5,7,6,2,2,7,2,7,Management,Software Engineer
8.58,5,10,10,9,3,4,3,5,3,6,4,9,4,4,4,4,Coding,Data Analyst
6.14,10,3,7,5,8,1,1,8,5,7,10,5,5,10,2,7,Research,Robotics Engineer
7.34,6,6,4,6,5,8,2,2,2,9,7,10,8,4,3,6,Management,Software Engineer
8.61,6,5,6,4,3,9,9,5,6,2,8,2,8,1,10,8,Systems,Software Engineer
8.87,9,5,4,4,9,5,1,9,10,8,5,6,10,10,3,7,Networking,Robotics Engineer
7.78,3,4,7,2,9,4,9,9,1,7,9,3,6,9,7,3,Systems,Network Engineer
7.76,8,5,7,2,2,9,8,7,9,10,8,3,9,10,9,7,Systems,Embedded Systems Engineer
7.68,1,2,7,4,3,3,6,3,3,10,4,7,7,3,10,2,Analytics,You don’t have enough skills yet. Keep learning!
7.41,6,8,5,3,1,8,9,7,8,1,2,1,10,5,3,8,Research,IoT Engineer
6.75,2,3,4,9,9,8,10,2,10,8,5,5,6,6,6,6,Analytics,Project Manager
6.45,1,3,2,3,10,3,1,4,7,3,8,3,3,6,1,10,Management,You don’t have enough skills yet. Keep learning!
7.28,9,4,8,3,6,2,3,1,9,9,5,9,4,1,9,2,Analytics,Game Developer
8.98,4,9,3,3,2,7,4,10,10,9,8,1,5,9,3,7,Systems,You don’t have enough skills yet. Keep learning!
7.8,10,7,1,8,4,6,8,5,10,6,7,4,1,10,6,10,Management,UI/UX Designer
9.0,5,2,6,10,9,1,2,8,7,2,3,4,8,9,3,5,Coding,Cybersecurity Specialist
7.38,10,2,1,7,5,7,1,8,5,4,4,4,2,10,9,4,Research,Robotics Engineer
6.89,4,4,5,7,3,1,8,2,2,9,9,3,8,7,2,9,Management,You don’t have enough skills yet. Keep learning!
8.38,6,1,1,7,6,1,6,5,6,2,4,2,9,6,8,7,Coding,Software Engineer
8.45,7,8,6,7,6,2,3,2,9,2,3,9,10,10,5,2,Analytics,Robotics Engineer
6.43,10,10,5,4,6,5,8,5,3,5,9,10,5,3,10,5,Design,Mobile App Developer
6.94,7,4,2,10,1,7,8,7,4,10,3,1,2,8,10,4,Coding,Project Manager
9.96,4,7,2,3,4,3,3,3,1,2,1,9,1,8,5,3,Analytics,You don’t have enough skills yet. Keep learning!
6.28,7,10,5,6,3,7,3,8,7,6,9,1,2,1,7,10,Design,Software Engineer
6.1,2,6,10,2,6,1,5,1,2,5,5,3,2,1,8,6,Design,You don’t have enough skills yet. Keep learning!
7.82,2,7,7,2,4,3,1,6,5,5,3,8,6,3,5,2,Management,You don’t have enough skills yet. Keep learning!
8.14,3,7,7,2,4,7,2,6,5,1,1,1,2,8,9,5,Systems,You don’t have enough skills yet. Keep learning!
7.76,7,3,4,1,6,9,5,8,5,4,3,2,5,1,4,9,Networking,Software Engineer
6.83,2,3,6,8,7,10,8,4,1,2,2,5,2,2,7,4,Management,You don’t have enough skills yet. Keep learning!
9.75,6,8,8,1,4,9,4,8,1,9,3,7,5,1,7,3,Management,Database Administrator
9.21,4,2,5,1,10,10,2,5,7,3,8,7,6,1,8,1,Networking,You don’t have enough skills yet. Keep learning!
8.73,6,4,7,3,8,1,8,8,4,10,2,3,9,7,5,2,Design,Software Engineer
9.1,9,2,5,7,10,9,9,5,7,7,6,10,1,8,4,4,Research,IoT Engineer
6.99,7,7,9,7,2,2,4,10,5,10,9,8,4,4,9,4,Networking,Network Engineer
6.42,10,3,4,9,6,3,5,7,1,7,8,4,7,10,2,10,Analytics,Robotics Engineer
8.97,7,8,6,1,5,8,6,8,9,6,2,10,8,8,3,9,Management,UI/UX Designer
7.76,4,10,8,5,2,9,7,7,6,9,4,4,5,8,10,1,Networking,Database Administrator
6.19,6,3,1,6,8,1,7,9,8,9,6,9,10,2,3,7,Design,Cloud Engineer
9.94,4,3,4,1,5,9,5,10,1,4,4,2,9,6,9,8,Coding,Network Engineer
9.87,6,10,9,6,9,2,1,9,5,4,1,3,7,3,5,1,Design,Cybersecurity Specialist
7.75,2,8,8,2,1,6,8,2,10,1,10,2,3,2,2,1,Networking,Data Scientist
8.26,7,7,6,10,6,7,9,7,3,9,10,2,7,5,9,1,Networking,Project Manager
8.86,7,6,1,7,5,1,10,2,3,9,7,6,2,10,7,10,Systems,Embedded Systems Engineer
9.69,7,7,9,10,3,4,4,6,6,10,8,1,2,9,3,5,Systems,Embedded Systems Engineer
6.15,1,7,6,7,9,10,8,4,1,9,8,5,3,7,6,2,Systems,You don’t have enough skills yet. Keep learning!
9.42,3,8,5,7,7,1,6,2,6,4,1,2,9,10,9,10,Research,You don’t have enough skills yet. Keep learning!
7.54,9,4,4,6,2,7,10,5,4,10,4,8,9,9,7,7,Design,Robotics Engineer
6.94,3,4,9,7,2,3,10,5,9,2,3,10,8,6,1,3,Design,You don’t have enough skills yet. Keep learning!
8.09,8,1,4,5,9,10,4,1,10,6,5,4,5,6,3,8,Analytics,UI/UX Designer
6.72,2,3,7,6,4,4,8,7,10,3,5,4,1,8,10,8,Networking,UI/UX Designer
7.7,7,7,3,6,1,8,5,9,10,3,2,10,9,9,8,1,Networking,Network Engineer
8.41,6,10,1,9,10,2,5,5,1,3,2,7,2,6,3,8,Networking,Software Engineer
9.08,8,7,7,10,9,7,10,6,2,8,1,10,6,10,9,8,Coding,Project Manager
6.88,9,4,4,6,5,8,6,2,4,6,10,4,2,1,4,7,Coding,Mobile App Developer
7.84,10,4,10,2,7,10,2,4,10,7,2,8,2,5,3,5,Systems,Embedded Systems Engineer
9.79,8,7,3,7,10,5,2,3,5,9,1,10,7,1,3,3,Coding,Software Engineer
8.14,3,6,3,7,6,3,2,3,8,9,5,6,2,5,8,9,Networking,You don’t have enough skills yet. Keep learning!
9.02,8,2,1,3,3,8,5,4,1,1,2,2,8,9,9,4,Management,Robotics Engineer
8.4,9,7,1,9,10,1,9,5,2,9,1,10,5,5,6,9,Analytics,Project Manager
9.82,6,4,3,6,7,2,3,9,5,8,3,5,2,9,2,9,Coding,Software Engineer
6.24,1,8,5,2,5,3,3,2,7,1,5,5,4,7,6,10,Systems,You don’t have enough skills yet. Keep learning!
6.73,5,2,9,3,1,1,3,7,10,3,1,6,2,10,2,5,Design,You don’t have enough skills yet. Keep learning!
6.17,7,10,10,7,2,5,6,4,7,1,10,5,7,4,5,3,Design,Data Analyst
9.67,2,9,9,3,7,5,7,7,6,7,2,2,8,9,7,4,Networking,Data Scientist
